0	0	0	6906747600
0	0	0	6906747600
0	0	1	6906747600
0	0	2	6906747600
0	0	3	6906747600
0	0	4	6906747600
0	0	5	6906747600
0	0	6	6906747600
0	0	7	6906747600
0	0	7	6906747600
0	0	8	6906747600
0	0	9	6906747600
0	0	10	6906747600
0	0	11	6906747600
0	0	12	6906747600
0	0	13	6906747600
0	0	0	6906747600
0	0	14	6906747600
0	0	15	6906747600
0	0	0	6906747600
0	0	1	6906747600
0	0	16	6906747600
0	0	17	6906747600
0	0	10	6906747600
0	0	18	6906747600
0	0	19	6906747600
0	2	20	6906773700
0	2	21	6906773700
0	2	22	6906773700
0	2	23	6906773700
0	2	24	6906773700
0	2	25	6906773700
0	2	26	6906773700
0	2	27	6906773700
0	2	28	6906773700
0	2	29	6906773700
0	2	30	6906773700
0	2	31	6906773700
0	2	32	6906773700
0	2	33	6906773700
0	2	34	6906773700
0	2	35	6906773700
0	2	36	6906773700
0	2	37	6906773700
0	2	38	6906773700
0	2	39	6906773700
0	2	40	6906773700
0	2	41	6906773700
0	2	42	6906773700
0	2	43	6906773700
0	2	44	6906773700
0	2	45	6906773700
0	2	46	6906773700
0	2	47	6906773700
0	2	48	6906773700
0	2	49	6906773700
0	2	50	6906773700
0	2	51	6906773700
0	2	52	6906773700
0	2	53	6906773700
0	2	54	6906773700
0	2	55	6906773700
0	2	56	6906773700
0	2	57	6906773700
0	2	58	6906773700
0	2	59	6906773700
0	2	60	6906773700
0	2	61	6906776340
0	2	62	6906776640
0	2	63	6906776640
0	2	64	6906776640
0	2	65	6906776640
0	2	66	6906776640
0	2	67	6906776640
0	2	68	6906776640
0	2	69	6906776640
0	2	70	6906776640
0	2	71	6906776640
0	2	72	6906776640
0	2	73	6906776640
0	2	74	6906776640
0	2	75	6906777600
0	2	76	6906780660
0	2	77	6906780660
0	2	78	6906780660
0	2	79	6906780660
0	2	80	6906780660
0	2	81	6906780660
0	2	82	6906780660
0	2	83	6906780660
0	2	84	6906782280
0	2	85	6906782280
0	2	86	6906782280
0	2	87	6906782280
0	2	88	6906782280
0	2	89	6906782280
0	2	90	6906782280
0	2	91	6906782280
0	2	92	6906782280
0	2	93	6906782280
0	2	94	6906782280
0	2	95	6906782280
0	2	96	6906782280
0	2	97	6906782280
0	2	98	6906782280
0	2	99	6906782280
0	2	100	6906782280
0	2	101	6906782280
0	2	102	6906782280
0	2	103	6906782280
0	2	104	6906782280
0	2	105	6906783420
0	1	106	6906783600
0	1	106	6906787200
0	1	106	6906790800
0	1	106	6906794400
0	2	107	6906794580
0	2	108	6906794580
0	2	109	6906794580
0	2	110	6906794580
0	2	111	6906794580
0	2	112	6906794580
0	2	61	6906794580
0	2	113	6906794580
0	2	114	6906794580
0	2	115	6906794580
0	2	116	6906794580
0	2	75	6906794580
0	2	117	6906794580
0	1	118	6906796200
0	1	118	6906799800
0	1	118	6906801600
0	1	106	6906801600
0	1	106	6906805200
0	1	119	6906805200
0	2	120	6906806280
0	2	121	6906806280
0	2	122	6906806280
0	2	123	6906806280
0	2	124	6906806280
0	2	125	6906806280
0	2	126	6906806280
0	2	127	6906806280
0	2	128	6906808560
0	2	129	6906808560
0	2	84	6906808560
0	2	85	6906808560
0	2	86	6906808560
0	2	87	6906808560
0	2	88	6906808560
0	2	89	6906808560
0	2	90	6906808560
0	2	91	6906808560
